UpdatedDate,ItemSku,ItemDocumentNote,ItemImageApprovalDate,ItemImageExpirationDate,ItemImageActiveDate,ItemDocumentValue,UPCTypeName,ItemPrimaryIndicator,ProductStatusnote,ProductName,MarketingName,MarketingDetails,MarketingFeatures,L6_Name,L5_Name,L4_Name,L3_Name,L2_Name,L6_Code,L5_Code,L4_Code,L3_Code,L2_Code
2021-06-26T05:41:53.819Z,85648400506,upc_img_pth_frnt,2021-06-24,2099-12-31,2021-06-17,http://static.meijer.com/Media/008/56484/0085648400506_0_A1C1_0600.png,UPCA,Y,Active,SUNNY ISLE BLACK CASTOR OIL LAV 4 OZ              ,"Sunny Isle Replenish & Rejuvenate Lavender Jamaican Black Castor Oil, 4 fl oz",Sunny Isle Jamaican Black Castor Oil keeps your hair moisturized while providing softness and shine. This authentic castor oil replenishes and rejuvenates dry damaged hair back to health. It strengthens and stimulates hair growth.,"Stimulates hair growth  Stimulates eyebrow and eyelash hair growth also for thinning hair; bald spots; dry brittle damaged hair; breakage; dry itchy scalp; psoriasis; dandruff, and arthritic pain",HEALTH AND BEAUTY,BEAUTY CARE,HAIR CARE,MULTICULTURAL PRODUCTS,ETHNIC HAIR TREATMENTS,L6-000001,L5-000001,L4-000550,L3-002616,L2-010755
2021-03-15T08:30:07.300Z,1958571375,upc_img_pth_frnt,2018-06-01,2099-12-31,2018-05-23,http://static.meijer.com/Media/000/19585/0001958571375_0_A1C1_0600.png,UPCA,Y,Active,HANES SMOOTH TECH WF CROP G796 WHT M              ,HANES SMOOTH TECH WF CROP G796 WHT M,HANES SMOOTH TECH WF CROP G796 WHT M,HANES SMOOTH TECH WF CROP G796 WHT M,SOFTLINES,WOMENS,WOMENS INTIMATES,WOMENS BRAS,WIREFREE,L6-000009,L5-000047,L4-000444,L3-002765,L2-017761
2021-03-15T08:30:07.300Z,4393574181,upc_img_pth_frnt,2020-06-23,2099-12-31,2020-06-23,http://static.meijer.com/Media/000/43935/0004393574181_1_A1C1_0600.png,UPCA,Y,Active,HANES GIRL CAMI 5PK AST L                         ,"Hanes Girls' Cami Assorted 5 Pack, Large","It's perfect as a pretty first layer. It's cute on its own as well. In fact, no matter how she wears it, she'll love this camisole. After all, it's crafted for comfort, so it feels as good as it looks.","Soft, 100% cotton knit soothes her skin Tag-free neck won't itch or chafe Pre-shrunk cotton for a guaranteed fit wash after wash Looks great under clothes or for layering under a sweater or blouse Available in a convenient 5-pack",SOFTLINES,KIDS,KIDS BASICS,KIDS UNDERWEAR,CAMI UNDRSHRT GIRL UNDRWR,L6-000009,L5-000041,L4-000524,L3-002914,L2-011455
2021-03-15T08:30:07.300Z,71373334728,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/071/37333/0713733347280_a1c1_0600.png,UPCA,Y,Active,FC KID B SS HENLEY 49962 BLUE STRIPE 4T           ,"Meijer Decaffeinated House Blend Ground Coffee, 11 oz",100% Arabica beans roasted to provide mellow and sweet flavors with a smooth finish. 99.7% Caffeine Free.,100% Arabica beans. Mellow and Sweet. 99.7% Caffeine Free. Medium Roast,SOFTLINES,KIDS,NEWBORN INFANT TODDLER,TOPS NB INF TDLR,TOPS SHORT SLV KNIT BOY,L6-000009,L5-000041,L4-000522,L3-002319,L2-009132
2021-03-15T08:30:07.300Z,70882063926,upc_img_pth_frnt,2019-08-23,2099-12-31,2019-08-23,http://static.meijer.com/Media/007/08820/0070882063926_0_A1C1_0600.png,UPCA,Y,Active,MTA BASIC SPORT NO SHOW SOCK RM8034M BLK 6PR      ,"MTA Sport No Show Sock Black, 6PR",MTA Sport No Show Sock,comment size at checkout,SOFTLINES,MENS,MENS BASICS,SOCKS ATHLETIC MENS,SOCKS NO SHOW MENS,L6-000009,L5-000043,L4-000528,L3-002357,L2-009352
2021-03-15T08:30:07.300Z,61087001086,upc_img_pth_frnt,2018-08-29,2099-12-31,2018-08-29,http://static.meijer.com/Media/006/10870/0061087001086_1_A1C1_0600.png,UPCA,N,Active,CRY ROM NECK 20MM RONDELLE BLUE MJ00012NSA-S      ,Crystal Romance 20mm Halo Necklace - Crystals from Swarovski,Show stopping pendant necklace with stunning center crystal encircled by enamoring smaller crystals.  Crystals from Swarovski.,Crystals from Swarovski  Fine Silver Plated  Color: Sapphire & Crystal  20mm Halo Necklace,SOFTLINES,JEWELRY AND ACCESSORIES,BRIDGE JEWELRY,CARDED BRIDGE JEWELRY,NECKLACES SILVER PLATED,L6-000009,L5-000040,L4-000849,L3-004127,L2-015814
2021-03-15T08:30:07.300Z,70882017914,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/007/08820/0070882017914_0600.png,UPCA,Y,Active,TT POINTELLE SLEEP SHORT 49125 SPHINX 2X          ,,,,SOFTLINES,WOMENS,WOMENS SLEEPWEAR,WOMENS SLEEPWEAR,BOTTOMS SLEEP SEPARATES,L6-000009,L5-000047,L4-000424,L3-002762,L2-016960
2021-03-15T08:30:07.300Z,4529904805,upc_img_pth_frnt,2020-05-21,2099-12-31,2020-05-21,http://static.meijer.com/Media/000/45299/0004529904805_0_A1C1_0600.png,UPCA,Y,Active,LOL SURPRISE GIRL BRIEF GUP5712 7PK AST 6         ,LOL SURPRISE GIRL BRIEF GUP5712 7PK AST 6,LOL SURPRISE GIRL BRIEF GUP5712 7PK AST 6,LOL SURPRISE GIRL BRIEF GUP5712 7PK AST 6,SOFTLINES,KIDS,KIDS BASICS,KIDS UNDERWEAR,BRIEF GIRL UNDRWR,L6-000009,L5-000041,L4-000524,L3-002914,L2-011454
2021-03-15T08:30:07.300Z,19416456511,upc_img_pth_frnt,2021-01-05,2099-12-31,2021-01-05,http://static.meijer.com/Media/001/94164/0019416456511_0_A1C1_0600.png,UPCA,Y,Active,HANES 6PK CMFT FLEX MICRO LO RISE BRF CF39M6 AST L,,,,SOFTLINES,WOMENS,WOMENS INTIMATES,WOMENS PACKAGE PANTIES,PKG PNTIES BRIEFS MISSY,L6-000009,L5-000047,L4-000444,L3-002932,L2-011560
2021-03-15T08:30:07.300Z,68198377424,upc_img_pth_frnt,2020-07-28,2099-12-31,2020-07-23,http://static.meijer.com/Media/006/81983/0068198377424_0_A1C1_0600.png,UPCA,Y,Active,LANYARD RAINBOW HEARTS BLK LANYARD139-MEI         ,Silver Moon Neck Lanyard,This black with rainbow hearts neck lanyard is cute and looks good with any outfit,rainbow hearts black neck lanyard key ring fabric,SOFTLINES,JEWELRY AND ACCESSORIES,TREND JEWELRY,CARDED TREND JEWELRY,ACCESSORIES JWLRY,L6-000009,L5-000040,L4-000461,L3-002806,L2-011796
2021-03-15T08:30:07.300Z,70882062294,upc_img_pth_frnt,2019-08-23,2099-12-31,2019-08-23,http://static.meijer.com/Media/007/08820/0070882062294_0_A1C1_0600.png,UPCA,Y,Active,MTA BASIC CREW SOCK RM8041M GRY 10PR              ,"MTA Sport Crew Sock Grey, 10PR",MTA Sport Crew Sock,Comment size at checkout,SOFTLINES,MENS,MENS BASICS,SOCKS ATHLETIC MENS,SOCKS CREW MENS,L6-000009,L5-000043,L4-000528,L3-002357,L2-009350
2021-03-15T08:30:07.300Z,71928317783,upc_img_pth_frnt,2019-04-19,2099-12-31,2019-04-19,http://static.meijer.com/Media/007/19283/0071928317783_1_A1C1_0600.png,UPCA,N,Active,"MEIJER PRINTED PAPER PLATE VP 8.5"" 90CT           ","Meijer 8-5/8"" Paper Plates, 90 ct","Meijer 8-5/8"" Paper Plates, 90 Count.",Medium weight Microwave safe Grease resistant,PETS AND CONSUMABLES,CONSUMABLES,HOUSEHOLD PRODUCTS,DISPOSABLE DISHES,PREMIUM DISPOSABLE DISH,L6-000013,L5-000013,L4-000591,L3-002603,L2-010698
2021-03-15T08:30:07.300Z,4316846661,upc_img_pth_frnt,2020-04-23,2099-12-31,2020-04-20,http://static.meijer.com/Media/000/43168/0004316846661_0_A1C1_0600.png,UPCA,Y,Active,GE REFRESH HD LED 60W A15 CEILING CLEAR DIM 2PK   ,GE Refresh HD LED 60W EQ A15 Clear Ceiling Fan Daylight Dimmable Light Bulb 2-Pack,"GE High Definition bulbs are an improved, energy-saving LED that enhance the appearance of colors. Experience the difference with bolder colors and enhanced contrast vs. standard GE LED bulbs. Refresh HD light offers a cool, invigorating light perfect for energizing moments and active spaces. Use refresh HD light in playrooms, home offices and laundry rooms.",60-Watt replacement using only 6 Watts Saves $89 in energy cost vs. a 60-Watt Ceiling Fan A15 bulb over the bulb's life High definition daylight light that's dimmable Suitable for use in enclosed fixtures,PETS AND CONSUMABLES,DO IT YOURSELF,ELECTRICAL AND HOME ENVIRONMENT,LIGHT BULBS,DECO LIGHT BULBS,L6-000013,L5-000018,L4-000489,L3-003924,L2-014224
2021-03-15T08:30:07.300Z,70777319390,upc_img_pth_frnt,2020-12-04,2099-12-31,2020-12-04,http://static.meijer.com/Media/007/07773/0070777319390_1_A1C1_0600.png,UPCA,Y,Active,AC DELCO OIL FILTER PF-457G                       ,AC Delco Oil Filter,AC Delco Oil Filter PF-457G  for Specific Vehicle Applications,ACDelco Oil Filters provide the first line of defence from harmful contaminants,PETS AND CONSUMABLES,AUTOMOTIVE,AUTO CARE AND ACCESSORIES,UNDER THE HOOD,OIL FILTERS AUTOMOTIVE,L6-000013,L5-000056,L4-000603,L3-002204,L2-008037
2021-03-15T08:30:07.300Z,2310011785,upc_img_pth_frnt,2017-11-08,2099-12-31,2017-10-17,http://static.meijer.com/Media/000/23100/0002310011785_1_A1C1_0600.png,UPCA,Y,Active,SHEBA MEATY STICKS TUNA 5CT.                      ,Sheba Meaty Tender Sticks Tuna Flavor Cat Treats - 0.7 Ounces (5 Treats),"Treat your feline companion to the taste of the sea with Sheba Meaty Tender Sticks Cat Treats Tuna Flavor. Made with real meat and no artificial flavors, these cat treats are specially prepared to give your adult cat the savory ingredients they crave! Pet parents know that cats are carnivores. Your household hunter will love the delightfully soft texture and savory flavors of Sheba Meaty Tender Sticks Cat Treats. Best of all, Sheba Meaty Tender Sticks Cat Treats are individually wrapped for maximum freshness.","Contains five (5) 0.14-oz. Sheba Meaty Tender Sticks Tuna Flavor Cat Treats Sheba Meaty Tender Sticks Treats for Cats are made with real meat for a taste adult cats love These irresistible cat snacks are made with no corn, wheat, soy and no artificial flavors Each Sheba Meaty Tender Sticks Cat Treat is individually packaged for maximum freshness Feed your feline friend one Sheba Meaty Tender Sticks Cat Treat per day",PETS AND CONSUMABLES,PETS,CAT FOOD AND TREATS,CAT TREATS,MEATY CAT TREATS,L6-000013,L5-000024,L4-000911,L3-002608,L2-017407
2021-03-15T08:30:07.300Z,71928320451,upc_img_pth_frnt,2020-08-03,2099-12-31,2020-08-03,http://static.meijer.com/Media/007/19283/0071928320451_2_A1C1_0600.png,UPCA,N,Active,MEIJER ULTRA SOFT BATH TISSUE 12 MEGA             ,"Meijer Ultra Soft Mega Rolls Bath Tissue, 12 ct","Premium bath tissue that is exceptionally soft and leaves less lint behind than the leading Ultra Soft bath tissue brand. With our thick, plush and absorbent two-ply toilet paper you can expect high quality all for a value you and your family will love. Meijer bath tissue is available in mega size rolls. Each roll offers 4X more sheets than a regular roll, which results in fewer roll changes. This toilet paper is proven to be septic safe and is backed by the Meijer Quality Guarantee.","286 2-ply sheets per roll 381.3 sq ft Each sheet 4""x4""",PETS AND CONSUMABLES,CONSUMABLES,PAPER PRODUCTS,BATH TISSUE,PREMIUM TOILET PAPER,L6-000013,L5-000013,L4-000592,L3-002607,L2-017246
2021-03-15T08:30:07.300Z,71928391583,upc_img_pth_frnt,2020-09-21,2099-12-31,2020-02-26,http://static.meijer.com/Media/007/19283/0071928391583_0_A1C1_0600.png,UPCA,N,Active,LAKE & TRAIL CARBNR DOG COLLAR DARK BLUE MD       ,"Lake & Trail Blue Carabiner Collar Medium, 1 ct",Adjustable blue and rose flat braided collar that is both fashionable and comfortable. No hard edges to pull the coat and less itching and scratching. Adds a sophisticated look and gives the strength and durability required to keep your pet safe on walks. It has a blue anodized aluminum buckle that is strong and secure.,"Adjustable 14""-20"" Width 3/4""",PETS AND CONSUMABLES,PETS,PET SUPPLIES,DOG SUPPLIES,DOG COLLARS LEASHES HARNESSES,L6-000013,L5-000024,L4-000508,L3-002268,L2-008849
2021-03-15T08:30:07.300Z,5113162665,upc_img_pth_frnt,2020-11-25,2099-12-31,2020-11-25,http://static.meijer.com/Media/000/51131/0005113162665_1_A1C1_0600.png,UPCA,Y,Active,"3M INDOOR CARPET TAPE 1.5""X42FT                   ","Scotch® Double-Sided Carpet Tape, 1.5 inch x 42 feet","Scotch® Double-Sided Carpet Tape. This heavy duty, permanent tape is designed for rough surfaces. Features a heavy-duty adhesive designed for permanent use on concrete and subfloors. Ideal for applications where there are no plans to change flooring in the future.",For foam back carpet and rubber back rugs. Keeps area rugs from slipping on smooth surface. Secures carpets to rough surfaces. Available in a variety of lengths and widths to suit many projects.,PETS AND CONSUMABLES,DO IT YOURSELF,HARDWARE,BASIC HARDWARE,HOOK AND LOOP FASTENERS,L6-000013,L5-000018,L4-000488,L3-002209,L2-017731
2021-03-15T08:30:07.300Z,71928392186,upc_img_pth_frnt,2019-08-07,2099-12-31,2015-07-06,http://static.meijer.com/Media/007/19283/0071928392186_0_A1C1_0600.png,UPCA,N,Active,MEIJER DOG COLLAR REF ADJ PURPLE MED              ,"Meijer Adjustable Dog Collar, Reflective, Purple, Medium","Durable nylon webbing that is adjustable and is reflective. Fits neck sizes 11"" - 20"".","5/8"" Durable nylon webbing Adjusts 11""-20""",PETS AND CONSUMABLES,PETS,PET SUPPLIES,DOG SUPPLIES,DOG COLLARS LEASHES HARNESSES,L6-000013,L5-000024,L4-000508,L3-002268,L2-008849
2021-03-15T08:30:07.300Z,7734135710,upc_img_pth_frnt,2020-10-01,2099-12-31,2020-10-01,http://static.meijer.com/Media/000/77341/0007734135710_1_A1C1_0600.png,UPCA,Y,Active,CUSTOM ACCESS BLACK/WOOD/CHROME SWC               ,Custom Grip Black Wood Grain Chrome Steering Wheel Cover,"Soft leatherette with wood grain and chrome accents adds a classic style to any steering wheel.  Molded core allows for simple installation. Protects most steering wheels between 14-1/2"" to 15-1/2"" in diameter.","""Cover your vehicles' steering wheel to add both comfort and fashion in all weather conditions    Universal fit design fits steering wheel from 14-/2"""" to 15-1/2""""    Soft black leatherette material and wood grain adds classic style to any vehicle    Molded core provides simple three-step installation""",PETS AND CONSUMABLES,AUTOMOTIVE,AUTO CARE AND ACCESSORIES,INTERIOR CAR ACCESSORIES,STEERING WHEEL COVERS AUTO,L6-000013,L5-000056,L4-000603,L3-002202,L2-008023
2021-03-15T08:30:07.300Z,88692618878,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/088/69261/0886926188783_a1c1_0600.png,UPCA,Y,Active,MEIJER MC BULK RC PIG EARS 13CT PDQ               ,"Meijer 3.5"" Real Pig Ears, 13 ct",Let your dog know they've been good with these real pig ears!  These savory natural chews are processed in the USA and satisfies your dog's natural instinct to chew.,13 ct,PETS AND CONSUMABLES,PETS,DOG FOOD AND TREATS,DOG RAWHIDE,NATURAL CHEWS,L6-000013,L5-000024,L4-000593,L3-002269,L2-017718
2021-03-15T08:30:07.300Z,7432912339,upc_img_pth_frnt,2021-02-12,2099-12-31,2021-02-10,http://static.meijer.com/Media/000/74329/0007432912339_0_A1C1_0600.png,GUPA,N,Active,OH SNAP! HOT N SPICY 3.5 OZ                       ,"OH Snap! Hottie Bites Pickle, 3.25 oz","OH SNAP! Hottie Bites are the perfect grab and go, better-for-you snack! Fresh packed in single-serve pouches with no added brine for ultimate convenience, all OH SNAP! varieties are gluten-free, fat-free and made with non-GMO veggies for a delicious healthy snack alternative. The pickles are refrigerated for a cool, crispy and crunchy texture.",OH Snap! Hottie Bites Pickle,GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,FOOD SERVICE,GRAB AND GO FOOD SERVICE,L6-000003,L5-000108,L4-000848,L3-004114,L2-015834
2021-03-15T08:30:07.300Z,2200002036,upc_img_pth_frnt,2019-04-04,2099-12-31,2019-04-04,http://static.meijer.com/Media/000/22000/0002200002036_0_A1C1_0600.png,GUPA,N,Active,EXTRA MEGA PEPPERMINT 35 STK                      ,"Extra Peppermint Gum, 35 ct","EXTRA knows: When you give EXTRA, you get EXTRA. With 35 pieces in each mega pack of Extra Peppermint Sugarfree Gum, you have unlimited ways to share the joy of your favorite chewing gum. EXTRA Peppermint Sugarfree Gum gives you long-lasting flavor for any occasion. Give a piece to your co-pilot on your next road trip, stock up with this bulk pack for the office or hand it out to your party guests when they need something fresh to get the night started. From first dates to 50th anniversaries, enjoy incredibly fresh breath with this delicious chewing gum. Chew EXTRA Peppermint Gum for a delicious way to help you stay focused for big tests or spread the love by sharing a pack with your study group. Find crisp, invigorating refreshment from head to toe with EXTRA Peppermint Gum.",Contains one (1) 35-stick mega pack of EXTRA Peppermint Sugarfree Gum A refreshing burst of bold peppermint flavor Experience long-lasting flavor on the road with individually wrapped sticks of gum Stay focused for tests and big presentations with delicious peppermint gum Celebrate life's little moments with EXTRA Sugarfree Gum,GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,SNACKS,CANDY GUM,L6-000003,L5-000108,L4-000848,L3-004116,L2-014960
2021-03-15T08:30:07.300Z,7922305610,upc_img_pth_frnt,2018-11-19,2099-12-31,2018-08-08,http://static.meijer.com/Media/000/79223/0007922305610_0_A1C1_0600.png,GUPA,N,Active,MIDWEST CAN GAS CAN AUTO SHUTOFF 5 GALLON         ,Midwest Can Company - 5 Gallon Gas Can,5 Gallon Gas Can,"Made of durable HDPE with barrier materials to virtually eliminate hydrocarbon emissions. Holds 5 gallon, (20 liters), of your gas and oil mixes and exceeds California Air Resource Board (CARB) and EPA requirements for portable fuel containers.    The 5600 was designed with two (2) handles for easier use and handling. In addition, this can was built with a wider base and lower center of gravity to reduce the chance of a can tipping over and if it does; our spouts close automatically with an airtight seal.",GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,GENERAL MERCHANDISE,AUTO GAS CAN,L6-000003,L5-000108,L4-000848,L3-004115,L2-014947
2021-03-15T08:30:07.300Z,4000000105,upc_img_pth_frnt,2019-11-14,2099-12-31,2019-11-14,http://static.meijer.com/Media/000/40000/0004000000105_3_A1C1_0600.png,GUPA,N,Active,SNICKERS ALMOND BAR SINGLE 1.76 OZ                ,"Snickers Almond Singles Size Chocolate Candy Bar, 1.76 oz","Satisfaction, but with more crunch. Almond crunch, to be specific. Snickers Almond Full Size Candy Bars are the perfect combination of almonds, caramel, nougat and milk chocolate to both satisfy and conquer hunger. Share the delicious taste of Snickers Candy with friends, family and coworkers. Stock the office pantry for a tasty afternoon treat, or put Snickers Almond Candy in gift baskets. You can also pass them out as Halloween candy. Curb your hunger before it curbs you with Snickers Chocolate.","Contains one 1.76-ounce bar Made with almonds, nougat, caramel and milk chocolate These full-sized candy bars are great for gift baskets and candy buffets Snickers Bars with crunchy almonds are great for sharing with family, friends and the office Conquer hunger with Snickers Candy because you're not you when you're hungry",GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,SNACKS,CANDY REGULAR,L6-000003,L5-000108,L4-000848,L3-004116,L2-014963
2021-03-15T08:30:07.300Z,489406732033,upc_img_pth_frnt,2019-04-29,2099-12-31,2015-09-18,http://static.meijer.com/Media/048/94067/0489406732033_1_A1C1_0600.png,GEAN,N,Active,JUSTIN CASE BOOSTER CABLES 8 GAUGE 12 FT          ,"Justin Case 12 Ft, 8 Gauge Booster Cables","Justin Case 12 Ft, 8 Gauge Booster Cables","Includes 365 days of Roadside Assistance! Ideal for use with mid-sized cars, light pickup trucks, and light recreational vehicles.  - 12ft, 8 gauge  - Heavy Duty  - Fits top & side mount battery posts  - No kink, tangle-free, extra flexible for ease of use, resists oil, gas, and acid, reliable & strong & SAE",GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,GENERAL MERCHANDISE,AUTO PEGGED,L6-000003,L5-000108,L4-000848,L3-004115,L2-014949
2021-03-15T08:30:07.300Z,4125062066,upc_img_pth_frnt,2021-02-12,2099-12-31,2021-02-11,http://static.meijer.com/Media/000/41250/0004125062066_1_A1C1_0600.png,GUPA,N,Active,MEIJER CONVENTIONAL 30 WT OIL QUART               ,Meijer SAE 30 Conventional Motor Oil Quart,A high quality single grade oil.,"API Service Rating: SL, SJ, SH Avoid prolonged contact with used motor oil. After contact, wash skin thoroughly with soap and water. KEEP OUT OF REACH OF CHILDREN AND ANIMALS",GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,GENERAL MERCHANDISE,AUTO MOTOR OIL,L6-000003,L5-000108,L4-000848,L3-004115,L2-014948
2021-09-14T06:02:45.064Z,79356901236,upc_img_pth_frnt,2021-09-13,2099-12-31,2021-09-13,http://static.meijer.com/Media/007/93569/0079356901236_0_A1C1_0600.png,GUPA,N,Active,COOL CRISP KOSHER DILL CHIPS 32 OZ                ,COOL CRISP PICKLE KOSHER DILL CHIP 32 OZ,"A Five-Generation Homemade recipe is handcrafted bring just the right amount of crisp crunch and delicious Zesty flavor to your favorite meal. Always chilled and never heated, for a Cool Crisp bold crunch. For easy and convenient storage, the Kosher flavored pickles come in a resealable 32 ounce jar. This Zero-Calorie, low carb pickle made with Dill, Garlic, and secret spices are perfect for snacking or enjoying alongside a sandwich.",COOL CRISP PICKLE KOSHER DILL CHIP 32 OZ,GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,FOOD SERVICE,INGREDIENTS AND PACKAGING,L6-000003,L5-000108,L4-000848,L3-004114,L2-017325
2021-03-15T08:30:07.300Z,4125020088,upc_img_pth_frnt,2018-05-24,2099-12-31,2018-05-24,http://static.meijer.com/Media/000/41250/0004125020088_2_A1C1_0600.png,GUPA,N,ActiveNR,MEIJER DONUT HOLE CAKE ASSORTED 14 OZ             ,"Meijer Cake Donut Hole, Assorted, 14 oz","Meijer Cake Donut Hole, Assorted, 14 oz",Cake Donut Hole,GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,FOOD SERVICE,BULK BAKED GOODS,L6-000003,L5-000108,L4-000848,L3-004114,L2-014953
2021-03-15T08:30:07.300Z,85658400423,upc_img_pth_frnt,2020-05-14,2099-12-31,2020-05-06,http://static.meijer.com/Media/008/56584/0085658400423_1_A1C1_0600.png,GUPA,N,Active,CHOMPS VENISON PEPPER SALT SNACK STICK 1.15 OZ    ,Chomps venison stick pepper salt 1.15oz,Venison grass fed meat stick,Paleo  Gluten free  Whole 30 approved  Zero sugar  High protein,GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,SNACKS,MEAT SNACK,L6-000003,L5-000108,L4-000848,L3-004116,L2-015017
2021-03-15T08:30:07.300Z,4980710823,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/004/98071/0049807108236_a1c1_0600.png,GUPA,N,Active,LUCAS POWER STEERING FLUID 12 OZ                  ,Lucas Power Steering Fluid,Lucas Power Steering Fluid Lubricates and Stops wear,Power Steering Fluid Lubricates and Stops wearer Steering Fluid,GAS STATION,CONVENIENCE STORE,CONVENIENCE STORE,GENERAL MERCHANDISE,AUTO CHEMICALS,L6-000003,L5-000108,L4-000848,L3-004115,L2-014946
2021-03-15T08:30:07.300Z,64336211012,upc_img_pth_frnt,2021-02-05,2099-12-31,2021-02-03,http://static.meijer.com/Media/006/43362/0064336211012_0_A1C1_0600.png,UPCA,Y,Active,EARTHY DELIGHTS DRIED HEN OF THE WOODS MSHRM 1 OZ ,"Earthy Delights Dried Hen of Woods Mushrooms, 1 oz",Earthy Delights Dried Hen of Woods Mushrooms,Earthy Delights Dried Hen of Woods Mushrooms 1 oz,FRESH,PRODUCE,SALADS MUSHROOMS DRESSINGS,MUSHROOMS,DRIED MUSHROOMS,L6-000014,L5-000015,L4-000745,L3-003116,L2-017083
2021-03-15T08:30:07.300Z,5450010174,upc_img_pth_frnt,2019-01-22,2099-12-31,2019-01-22,http://static.meijer.com/Media/000/54500/0005450010174_2_A1C1_0600.png,UPCA,Y,Active,BALL PARK FRANKS BEEF ANGUS BUNSIZE 8/1 14 OZ     ,"Ball Park® Angus Beef Hot Dogs, Bunsize Length, 8 Count","Taste how 100% Angus Beef turns a great hot dog into a grill-worthy masterpiece. Ball Park® Bun Size Length Angus Beef Hot Dogs are made with 100% Angus Beef and no added nitrites or nitrates*, no by-products or fillers, and no artificial flavors or colors. Each pack includes 8 hot dogs. Ball Park® Brand was born on a warm summer's day at Detroit Tiger's Stadium in 1957. Maybe that's why Ball Park® Brand and summer go hand-in-hand. Over 60 years later, they're not just burgers and hot dogs, they're a summer tradition. Whether it's the roar of the stadium, the sizzle of the grill, or the smell of the backyard cookout, there's something about Ball Park® Brand that just tastes likes summer, no matter what the season. So fire up the grill, invite over family and friends, and Bring On Summer™ with Ball Park® Brand.    *Except those naturally occurring in sea salt and celery juice powder","One pack of 8 Bunsize Length Angus Beef Hot Dogs  Made with 100% Angus Beef  No added nitrites or nitrates, except for those naturally occurring in sea salt and celery juice powder  No by-products or fillers  No artificial colors or flavors  Perfect for cookouts and barbecues",FRESH,PACKAGED MEAT,PACKAGED MEAT,FRANKS,FRANKS BEEF,L6-000014,L5-000068,L4-000689,L3-003026,L2-012800
2021-03-15T08:30:07.300Z,5783602261,upc_img_pth_frnt,2020-06-16,2099-12-31,2020-06-16,http://static.meijer.com/Media/000/57836/0005783602261_1_A1C1_0600.png,UPCA,Y,Active,HONEY BOMBS TOMATOES 12 OZ                        ,"Honey Bombs Tomatoes, 12 oz",Sweet Honey-Crunch Flavor.,Golden Sweet Tomatoes on the Vine USA Grown,FRESH,PRODUCE,TOMATOES,TOMATOES,GRAPE AND CHERRY TOMATOES,L6-000014,L5-000015,L4-000749,L3-003132,L2-013340
2021-03-15T08:30:07.300Z,3740702107,upc_img_pth_frnt,2018-07-17,2099-12-31,2018-07-17,http://static.meijer.com/Media/000/37407/0003740702107_0_A1C1_0600.png,UPCA,N,Active,BREAD 9 GRAIN & SEED SLICED                       ,9 Grain & Seed Sliced Bread,9 Grain & Seed Sliced Bread,9 Grain & Seed Sliced Bread,FRESH,BAKERY,BAKERY BREADS AND CAKES,BAKERY BREADS ROLLS BAGELS,BREADS DTL FRZ BAKERY,L6-000014,L5-000017,L4-000695,L3-003038,L2-012900
2022-08-05T05:45:34.536Z,70882026467,upc_img_pth_frnt,2022-08-04,2099-12-31,2022-08-04,http://static.meijer.com/Media/007/08820/0070882026467_3_A1C1_0600.png,UPCA,Y,Active,CRAFTED MARKET SPAGHETTI BEEF MEATBALLS           ,Crafted Market by Meijer Spaghetti and Beef Meatballs 12 oz,"A busy day doesnt have to mean a boring meal. Enjoy delicious flavors wherever life takes you with our Spaghetti and Beef Meatballs. An irresistible mix of Italian-style beef meatballs and marinara sauce in a ready-made meal, each bite is packed with mouthwatering flavors to keep you powered throughout the day.",Crafted Market by Meijer Spaghetti and Beef Meatballs 12 oz,FRESH,DELI,DELI RESTAURANT GRAB AND GO,DELI GRAB AND GO MEALS,REP2 DTL FRESH MEALS,L6-000014,L5-000016,L4-000869,L3-003146,L2-015335
